Threshold,Precision,Recall,F1
5.2690506e-05,0.6458177091145443,1.0,0.7847985856684013
5.2809715e-05,0.6464749257615695,1.0,0.7852836526327629
5.2928925e-05,0.6472415693741544,1.0,0.7858489944384047
5.3048134e-05,0.64820514536148,1.0,0.7865588130857621
5.3167343e-05,0.6487694625816173,1.0,0.7869741323701055
5.3286552e-05,0.6495633370769566,1.0,0.787557917345811
5.340576e-05,0.6501409301389168,1.0,0.787982304207524
5.352497e-05,0.6506539953322028,1.0,0.78835903009396
5.364418e-05,0.6512882569454949,1.0,0.7888244227038917
5.376339e-05,0.6519785988289926,1.0,0.7893305583310773
5.38826e-05,0.6526264378463041,1.0,0.7898051476748471
5.4001808e-05,0.653683304937501,1.0,0.7905785818032592
5.4121017e-05,0.6542461590410265,1.0,0.7909900851338175
5.4240227e-05,0.655252878810937,1.0,0.7917254012849272
5.4359436e-05,0.6559849677517647,1.0,0.7922595634199022
5.4478645e-05,0.6568968147683545,1.0,0.79292422430732
5.4597855e-05,0.6576995536244675,1.0,0.7935087491806346
5.4717064e-05,0.658649760342659,1.0,0.7941999234794325
5.4836273e-05,0.6590754473093408,1.0,0.7945093086702851
5.4955482e-05,0.6598161076111017,1.0,0.7950472351849978
5.507469e-05,0.6602095578839765,1.0,0.7953327949138951
5.51939e-05,0.6607724443686589,1.0,0.7957410934056598
5.531311e-05,0.6618332735563868,1.0,0.796509830564999
5.543232e-05,0.6624442279091235,1.0,0.7969521176148293
5.555153e-05,0.6633173570694968,1.0,0.797583636414688
5.567074e-05,0.6636922602634148,1.0,0.7978545938165974
5.5789948e-05,0.6641358744087201,1.0,0.7981750536491707
5.5909157e-05,0.6645914797283392,1.0,0.7985039979229983
5.6028366e-05,0.6651276153859357,1.0,0.7988908540650457
5.6147575e-05,0.6658018624789526,1.0,0.7993770129314883
5.6266785e-05,0.6671314946803016,1.0,0.8003345780550581
5.6385994e-05,0.6676717379692965,1.0,0.8007232104067389
5.6505203e-05,0.6681552494094523,1.0,0.8010708183673354
5.6624413e-05,0.6688818310491249,1.0,0.8015927965620855
5.6743622e-05,0.6693439734687532,1.0,0.8019245644961849
5.686283e-05,0.6698993880302874,1.0,0.8023230487063595
5.698204e-05,0.6713501152093692,1.0,0.8033626289108867
5.710125e-05,0.6718739163603579,1.0,0.8037375375821745
5.722046e-05,0.6725035576689459,1.0,0.8041878901415422
5.733967e-05,0.6730993034687603,1.0,0.8046136867670507
5.7458878e-05,0.6738249665269784,1.0,0.8051319295343516
5.7578087e-05,0.6743409031584443,1.0,0.8055001199085324
5.7697296e-05,0.6748341256987618,1.0,0.8058518886316017
5.7816505e-05,0.6753045327013227,1.0,0.8061871922252857
5.7935715e-05,0.6759406234192119,1.0,0.8066402949371481
5.8054924e-05,0.6764716151106767,1.0,0.8070182697735998
5.8174133e-05,0.676885185767437,1.0,0.8073124951856424
5.8293343e-05,0.6774295054455186,1.0,0.8076995178728521
5.8412552e-05,0.6777494053448999,1.0,0.8079268562350511
5.853176e-05,0.6783069894449404,1.0,0.8083228988132376
5.865097e-05,0.6786514886164623,1.0,0.8085674592681138
5.877018e-05,0.6790677297818277,1.0,0.8088628155884449
5.888939e-05,0.6795678936569455,1.0,0.8092175281241245
5.90086e-05,0.6801165382522772,1.0,0.8096063799380596
5.9127808e-05,0.6805226278910489,1.0,0.8098940324244158
5.9247017e-05,0.6811326724319764,1.0,0.8103258946184184
5.9366226e-05,0.6816238940388032,1.0,0.8106734120533469
5.9485435e-05,0.6821998838089538,1.0,0.8110806406773329
5.9604645e-05,0.6825844181007908,1.0,0.8113523537968966
5.9723854e-05,0.6830054991539763,1.0,0.8116497485469477
5.9843063e-05,0.6834512072523324,1.0,0.811964374432942
5.9962273e-05,0.6839337086782329,1.0,0.8123047850304604
6.0081482e-05,0.6844289801829807,1.0,0.8126540022427787
6.020069e-05,0.684852340809077,1.0,0.8129523521514588
6.03199e-05,0.68539743181577,1.0,0.8133362669369597
6.043911e-05,0.6860526874867219,1.0,0.8137974435904305
6.055832e-05,0.6864902210884354,1.0,0.8141051853533536
6.067753e-05,0.6868187377040463,1.0,0.8143361444599609
6.0796738e-05,0.6872572492684225,1.0,0.8146442938599774
